9999,0,0
9994,0,1
9999,0,2
9999,0,3
9996,0,4
9999,0,5
9999,0,6
6776,0,7
6962,0,8
9995,0,9
9998,0,10
6813,0,11
9998,0,12
9999,0,13
6958,0,14
6958,0,15
9996,0,16
9999,0,17
6983,0,18
9999,0,19
9999,0,20
9999,0,21
9998,0,22
6876,0,23
9999,0,24
6987,0,25
6897,0,26
9999,0,27
6971,0,28
9997,0,29
9998,0,30
6764,0,31
9997,0,32
9999,0,33
7291,0,34
9999,0,35
9999,0,36
9998,0,37
9999,0,38
9999,0,39
