9993,0,0
9997,0,1
9998,0,2
9999,0,3
9999,0,4
9996,0,5
8398,0,6
8279,0,7
8584,0,8
9999,0,9
9997,0,10
9999,0,11
9999,0,12
9998,0,13
9997,0,14
9986,0,15
9999,0,16
9999,0,17
9999,0,18
9993,0,19
9999,0,20
9998,0,21
9998,0,22
8507,0,23
8533,0,24
9999,0,25
9997,0,26
9999,0,27
9999,0,28
9998,0,29
9999,0,30
9998,0,31
8826,0,32
8749,0,33
9999,0,34
9999,0,35
9986,0,36
9999,0,37
9999,0,38
9999,0,39
9999,0,40
8492,0,41
9995,0,42
9998,0,43
9999,0,44
9999,0,45
9999,0,46
8248,0,47
9980,0,48
9999,0,49
8881,0,50
9999,0,51
9999,0,52
8780,0,53
8430,0,54
9998,0,55
9999,0,56
9999,0,57
9999,0,58
9995,0,59
9997,0,60
8187,0,61
8519,0,62
9997,0,63
8393,0,64
9999,0,65
9999,0,66
8682,0,67
9998,0,68
8490,0,69
8551,0,70
9999,0,71
9997,0,72
8606,0,73
8548,0,74
8227,0,75
9999,0,76
9998,0,77
8516,0,78
9999,0,79
8343,0,80
9995,0,81
9998,0,82
8578,0,83
9999,0,84
8928,0,85
9999,0,86
8826,0,87
9999,0,88
8300,0,89
9998,0,90
9999,0,91
9999,0,92
9999,0,93
9996,0,94
8385,0,95
9999,0,96
8153,0,97
8487,0,98
9988,0,99
