6389,0,0
9999,0,1
9999,0,2
6257,0,3
6118,0,4
6231,0,5
6096,0,6
9999,0,7
6046,0,8
6155,0,9
6115,0,10
9998,0,11
9999,0,12
9999,0,13
9997,0,14
6152,0,15
6387,0,16
9998,0,17
9995,0,18
6186,0,19
6235,0,20
6080,0,21
9993,0,22
6084,0,23
9996,0,24
9999,0,25
6613,0,26
9999,0,27
9998,0,28
9998,0,29
9999,0,30
6352,0,31
9993,0,32
9999,0,33
6375,0,34
6501,0,35
9999,0,36
9999,0,37
9993,0,38
9998,0,39
5921,0,40
6206,0,41
6355,0,42
6241,0,43
6283,0,44
5922,0,45
9999,0,46
6217,0,47
6160,0,48
9999,0,49
6049,0,50
6354,0,51
5889,0,52
5913,0,53
9999,0,54
9999,0,55
6297,0,56
6108,0,57
9999,0,58
6173,0,59
9999,0,60
9999,0,61
9999,0,62
5937,0,63
6131,0,64
6157,0,65
9999,0,66
6579,0,67
6100,0,68
9999,0,69
9999,0,70
9996,0,71
9999,0,72
9998,0,73
9995,0,74
5993,0,75
6088,0,76
9999,0,77
6309,0,78
9998,0,79
6049,0,80
9999,0,81
9999,0,82
6608,0,83
9999,0,84
6459,0,85
9990,0,86
9999,0,87
9999,0,88
9997,0,89
9999,0,90
6172,0,91
6484,0,92
9999,0,93
9999,0,94
9996,0,95
9998,0,96
6278,0,97
6043,0,98
9997,0,99
