7188,0,0
9999,0,1
9992,0,2
9999,0,3
9999,0,4
9999,0,5
9999,0,6
9997,0,7
9999,0,8
9997,0,9
9999,0,10
7255,0,11
9999,0,12
7132,0,13
9994,0,14
9999,0,15
9987,0,16
9999,0,17
9997,0,18
9999,0,19
9999,0,20
9998,0,21
9997,0,22
6970,0,23
9999,0,24
9998,0,25
9996,0,26
9998,0,27
7065,0,28
9996,0,29
9999,0,30
6909,0,31
9999,0,32
7497,0,33
9999,0,34
7341,0,35
9998,0,36
6893,0,37
9999,0,38
7500,0,39
9999,0,40
7407,0,41
9999,0,42
9995,0,43
9993,0,44
9999,0,45
9995,0,46
9999,0,47
9999,0,48
9978,0,49
9999,0,50
7056,0,51
9999,0,52
9999,0,53
7275,0,54
9999,0,55
9997,0,56
9999,0,57
9999,0,58
9999,0,59
9995,0,60
9997,0,61
9999,0,62
9997,0,63
6859,0,64
7755,0,65
9992,0,66
9999,0,67
9999,0,68
9994,0,69
9999,0,70
9995,0,71
9997,0,72
9999,0,73
9999,0,74
9999,0,75
9998,0,76
9999,0,77
9998,0,78
9999,0,79
9999,0,80
7204,0,81
7390,0,82
9999,0,83
9999,0,84
9999,0,85
9998,0,86
9999,0,87
9996,0,88
9997,0,89
9976,0,90
6936,0,91
9999,0,92
6949,0,93
9993,0,94
9994,0,95
9999,0,96
6943,0,97
9996,0,98
7464,0,99
