3456,0,0
9998,0,1
3655,0,2
3319,0,3
3680,0,4
3625,0,5
3444,0,6
3707,0,7
3710,0,8
9997,0,9
3632,0,10
3874,0,11
3366,0,12
3585,0,13
9999,0,14
9999,0,15
3694,0,16
3752,0,17
3491,0,18
3550,0,19
9999,0,20
3418,0,21
3776,0,22
9999,0,23
3491,0,24
9999,0,25
9999,0,26
3562,0,27
3846,0,28
9999,0,29
3798,0,30
9994,0,31
9999,0,32
3700,0,33
9999,0,34
9999,0,35
3439,0,36
3641,0,37
9999,0,38
3738,0,39
3492,0,40
3701,0,41
3551,0,42
3491,0,43
3426,0,44
9999,0,45
3616,0,46
3416,0,47
3613,0,48
9999,0,49
3429,0,50
9999,0,51
3454,0,52
3425,0,53
3485,0,54
3291,0,55
9998,0,56
3553,0,57
9999,0,58
3627,0,59
9999,0,60
3562,0,61
3504,0,62
3447,0,63
3702,0,64
3383,0,65
3751,0,66
3533,0,67
3517,0,68
3768,0,69
3452,0,70
3722,0,71
9996,0,72
9994,0,73
3770,0,74
3419,0,75
3485,0,76
9999,0,77
9999,0,78
3750,0,79
9997,0,80
3431,0,81
3338,0,82
9999,0,83
9990,0,84
3474,0,85
3654,0,86
3638,0,87
3543,0,88
9999,0,89
9999,0,90
9999,0,91
3507,0,92
3563,0,93
3496,0,94
9999,0,95
3679,0,96
9995,0,97
3423,0,98
3715,0,99
