,Average Degree,Variance,Global Clustering Coefficient,Local Clustering Coefficient,Degree Assortativity
dms-400-24,3.985,164.43272112021987,0.09379418695993716,0.8081621433119974,-0.22815021742868638,
ba-400-25,3.985,124.29046534227797,0.020764239365537132,0.06282981458514622,-0.15228298675023236,
dms-400-25,3.985,158.71395582934727,0.10113501609351178,0.8103344062481438,-0.24673784549323596,
ba-400-26,3.985,126.90200855384441,0.022304832713754646,0.05503377419167896,-0.10642885112896873,
dms-400-26,3.985,164.51784029399366,0.09369114877589454,0.815132683844077,-0.17540078281683175,
ba-400-27,3.985,115.42148749258085,0.020946866485013624,0.05426933063813811,-0.0992802997430651,
dms-400-27,3.985,172.23274884585683,0.08502456740012818,0.8098318257596121,-0.23088166624790885,
ba-400-28,3.985,115.75024740794294,0.02030456852791878,0.03683993684431241,-0.07677716063703477,
dms-400-28,3.985,153.10166483418786,0.10923062848778703,0.8094028419621365,-0.2465648278300722,
ba-400-29,3.985,121.91029396650637,0.023035230352303523,0.04687805745635299,-0.0915683499136792,
dms-400-29,3.985,163.64021441870577,0.09476190476190476,0.810970065647824,-0.22842223198868455,
ba-400-30,3.985,120.38322048774073,0.017190645810748025,0.0321241980892116,-0.09655066619851689,
dms-400-30,3.985,169.0388114457742,0.08845754926655801,0.8087583941624475,-0.21653345561655346,
ba-400-31,3.985,125.25222463094218,0.023387668320340185,0.052784336826732885,-0.1114146014165291,
dms-400-31,3.985,164.32930284949182,0.0939196098481869,0.8067194682247574,-0.2284359388152682,
ba-400-32,3.985,127.85194474469287,0.023158179848320692,0.04975599622193311,-0.0920999966006938,
dms-400-32,3.985,170.75748819597928,0.08658448150833938,0.8056565880354811,-0.19990732278873705,
ba-400-33,3.985,122.24614421322252,0.02109830914260063,0.04794689550282568,-0.1340847118767246,
dms-400-33,3.985,171.9829054731894,0.08528571428571428,0.8091225171791361,-0.22791064092654792,
ba-400-34,3.985,124.15361362038561,0.021248915871639202,0.05246552577396231,-0.10983726968524343,
dms-400-34,3.985,162.92366241586885,0.09565008411439557,0.8138950419599543,-0.22708392757566184,
ba-400-35,3.985,128.5539566680077,0.022076531977522077,0.06559790193821524,-0.13759275592738004,
dms-400-35,3.985,156.0067940026972,0.10492091388400702,0.8095330054807652,-0.23138243531936759,
ba-400-36,3.985,116.7737974675826,0.016918228561950573,0.03769659226018537,-0.13299561789394584,
dms-400-36,3.985,165.54793799682315,0.09245779773888803,0.8078715131886625,-0.19247402038295758,
ba-400-37,3.985,124.94046492229809,0.023517673888255416,0.07282109824148289,-0.14759370239407402,
dms-400-37,3.985,167.86339617379363,0.08977443609022556,0.8029705252474121,-0.20045882215023697,
ba-400-38,3.985,122.3360935088251,0.01971915147893636,0.048946187558003625,-0.11562220958203716,
dms-400-38,3.985,168.24422657256326,0.08934450763244538,0.8112551996337254,-0.21233742447636642,
ba-400-39,3.985,132.8763326367792,0.023510386864037815,0.08714014814842021,-0.15314454783412296,
dms-400-39,3.985,174.96319548693663,0.08224839842942756,0.8126619070694762,-0.22968042553982898,
ba-500-0,3.988,147.3638213945336,0.01793494781639477,0.05786042422095945,-0.1289927627167238,
dms-500-0,3.988,178.80183403981067,0.09962656708455588,0.8085405067977024,-0.23240835933046625,
ba-500-1,3.988,138.22480188446644,0.016464269033162074,0.03982391646210649,-0.12981406665789502,
dms-500-1,3.988,179.77234452495745,0.0984838497033619,0.8102316606609798,-0.20263284883220803,
ba-500-2,3.988,141.44997651466755,0.020299500831946756,0.04832422885502606,-0.11657793968082131,
dms-500-2,3.988,205.15383461198087,0.07449513836948392,0.8119748803953992,-0.17300776312096633,
ba-500-3,3.988,139.77873892691977,0.015375854214123007,0.03281119530029996,-0.13092044492808638,
dms-500-3,3.988,197.03323540966383,0.08109868635327326,0.8161855514850559,-0.21371599062461927,
ba-500-4,3.988,140.74123722633675,0.021873247335950644,0.05309851626378212,-0.0944000342261585,
dms-500-4,3.988,203.2488520410386,0.07596867690430184,0.80522464903422,-0.1598213886896871,
ba-500-5,3.988,156.05798876058861,0.01769753307114766,0.06594961297438709,-0.14905900460622473,
dms-500-5,3.988,195.0694641813526,0.08282973887010035,0.8155163536785719,-0.18779206114743868,
ba-500-6,3.988,136.3748358605795,0.01660649819494585,0.04049217188820502,-0.15407151706885813,
dms-500-6,3.988,191.40557947980514,0.08621386115759709,0.8180556035745883,-0.24609323524127338,
ba-500-7,3.988,135.51419060747844,0.013548150860490663,0.03211023858456595,-0.14931652039197263,
dms-500-7,3.988,180.92566389542418,0.09715177526336324,0.8105516817135473,-0.20322933073797064,
ba-500-8,3.988,144.92099867169009,0.020500420521446593,0.0668154800946612,-0.11091044026286988,
dms-500-8,3.988,197.5401120177874,0.08066083576287658,0.8168333868068377,-0.1982341764808298,
ba-500-9,3.988,134.20169840952087,0.016841317365269462,0.047503538381972035,-0.1229223385947704,
dms-500-9,3.988,192.73841302656822,0.08495877168040944,0.8145269169749008,-0.23236639407333282,
ba-500-10,3.988,145.99347881326756,0.01954902772031444,0.05791670113847829,-0.10972480802882327,
dms-500-10,3.988,184.57544759799447,0.093113119351823,0.8090017850327995,-0.21702420140924972,
ba-500-11,3.988,145.9660777578133,0.021109271523178808,0.06186338643988914,-0.11823447131716412,
dms-500-11,3.988,198.47945953171075,0.07985888389993585,0.8108367264130182,-0.2034059609884908,
ba-500-12,3.988,142.45734749741763,0.019982528936449008,0.04692985821013625,-0.14632799154932558,
dms-500-12,3.988,191.69271205760535,0.0859410952600092,0.8102968092104921,-0.18824670778296357,
ba-500-13,3.988,143.33211732197358,0.018097597759345038,0.046650287747719135,-0.10450605275080706,
dms-500-13,3.988,185.68816832528668,0.09193280413513015,0.8123937161834688,-0.20511835020832755,
ba-500-14,3.988,143.70837086266062,0.022169861839991433,0.05211501431150511,-0.08062020260585716,
dms-500-14,3.988,204.33329600434678,0.07512445316035601,0.8140010298860725,-0.19926230348411186,
ba-500-15,3.988,133.79871395495547,0.014318010550113038,0.04265697493052263,-0.1171197655131063,
dms-500-15,3.988,193.62359323181667,0.08414057220094616,0.8149780788261469,-0.18271666990936442,
ba-500-16,3.988,147.3638213945336,0.01793494781639477,0.04626374028951085,-0.13367059758096483,
dms-500-16,3.988,184.7866225028208,0.09288734145734892,0.8128564712972097,-0.21841003204165066,
ba-500-17,3.988,142.9898452897967,0.018518518518518517,0.05441300212920292,-0.11574022210624024,
dms-500-17,3.988,188.12787102393946,0.08942359490034117,0.8086286858094315,-0.186374536283144,
ba-500-18,3.988,130.57601562308446,0.017914012738853503,0.0364915239882473,-0.11223424700860939,
dms-500-18,3.988,192.2760927832683,0.08539094650205761,0.8109399922901211,-0.2012998050472514,
ba-500-19,3.988,133.34202584331769,0.020124034932287052,0.03819996382046558,-0.06916610399995113,
dms-500-19,3.988,188.67987665885306,0.08887038248765688,0.8083632502905874,-0.20008162238509863,
ba-500-20,3.988,142.8429062151845,0.021165744057310323,0.05972115759687135,-0.08569837755667815,
dms-500-20,3.988,177.92722067182413,0.10067385444743936,0.80885914112853,-0.2115094329247051,
ba-500-21,3.988,132.62011859442745,0.016527866752082,0.03925973611298689,-0.09554663558414468,
dms-500-21,3.988,194.3298635207672,0.08349633935058402,0.8111411638852555,-0.20296992621909377,
ba-500-22,3.988,143.26233229987568,0.018764153995470722,0.04727177119669646,-0.11695768184165316,
dms-500-22,3.988,186.9494473273457,0.09062234623316753,0.8115856375945532,-0.1944220428799896,
ba-500-23,3.988,137.05508329135407,0.01820778293466619,0.035260352341940034,-0.09122743869260214,
dms-500-23,3.988,197.83350539279235,0.08040904198062433,0.8108473112635639,-0.19718705374306836,
ba-500-24,3.988,138.55719344732702,0.01916376306620209,0.0332103980392857,-0.08085806025537448,
dms-500-24,3.988,181.97828402312183,0.09595992035455071,0.8050759658416712,-0.2051588017462947,
ba-500-25,3.988,145.11407876563874,0.016981132075471698,0.04756533998509231,-0.12877861190421502,
dms-500-25,3.988,186.2312966608996,0.09136497064579256,0.8049316480360914,-0.1678281963656787,
ba-500-26,3.988,136.21342024925445,0.021356177606177605,0.04912136523097791,-0.0657124991535405,
dms-500-26,3.988,184.72708479267462,0.09295091146643439,0.8137367949293369,-0.24239573821206836,
ba-500-27,3.988,146.51312520044067,0.019088669950738917,0.05640995853667768,-0.1137975754796217,
dms-500-27,3.988,203.34722977213139,0.07589149649497104,0.8074401748868321,-0.1733679017155351,
ba-500-28,3.988,141.8030177958142,0.019194704908990622,0.05121085950931155,-0.10521504375184867,
dms-500-28,3.988,189.07166857041273,0.08848090020728457,0.8160726810175778,-0.22661284688001912,
ba-500-29,3.988,141.35804135598372,0.01932903799155743,0.05236438228665658,-0.11189913419498924,
dms-500-29,3.988,196.03595551836912,0.08197081092944146,0.8164607431760159,-0.18018163652069083,
ba-500-30,3.988,147.26878778614292,0.018873668188736682,0.06318440775927092,-0.11973902535271624,
dms-500-30,3.988,185.33239289449645,0.09230769230769231,0.8141261645458738,-0.2138699620131483,
ba-500-31,3.988,140.80516984826943,0.01882563872702824,0.044386191622160086,-0.11917351254644944,
dms-500-31,3.988,182.23088611977937,0.09567723342939481,0.8105596077776044,-0.21520573165885373,
ba-500-32,3.988,138.82397435601678,0.015612351104429281,0.03561837788329616,-0.12610128448746963,
dms-500-32,3.988,186.86919450781608,0.09070487523526198,0.8148885207043459,-0.23331883046676524,
ba-500-33,3.988,134.8410021321408,0.0185139471735374,0.03406896695265251,-0.06532283357722761,
dms-500-33,3.988,191.74487178540133,0.08589168678854778,0.8167489229970228,-0.1893685615294659,
ba-500-34,3.988,138.91758656124142,0.01489607390300231,0.03688858350600958,-0.10818511225180989,
dms-500-34,3.988,189.65783889942435,0.08790303600847259,0.8101564874023761,-0.2097446563262171,
ba-500-35,3.988,140.50656872900996,0.02026570592208962,0.04724027139643735,-0.11506012736848648,
dms-500-35,3.988,179.0477474195082,0.09933510638297872,0.8053810952712662,-0.19517332617279087,
ba-500-36,3.988,140.05747340288556,0.014967683410817553,0.04495043890283904,-0.10415416306156727,
dms-500-36,3.988,205.8399763311296,0.07397504456327986,0.8101264581347141,-0.18147391053952375,
ba-500-37,3.988,140.24298861618715,0.021707179197286604,0.06016623366906671,-0.11629610037732137,
dms-500-37,3.988,186.0808852515486,0.0915216858613085,0.8120872435271885,-0.18124436972441246,
ba-500-38,3.988,135.94887221304927,0.015996122152205527,0.04072848640439368,-0.11891308676578831,
dms-500-38,3.988,195.32561495103502,0.08260076297893515,0.8103027683938395,-0.2071304571083434,
ba-500-39,3.988,135.75748913411738,0.020787746170678335,0.03405093483361896,-0.10713996654893532,
dms-500-39,3.988,187.93641439593338,0.0896166996580889,0.8101963741039776,-0.19591250048467934,
ba-600-0,3.99,147.38412363616374,0.017369727047146403,0.03497060934657367,-0.09859122177221472,
dms-600-0,3.99,225.17122351668297,0.07424882046188229,0.8137097095943151,-0.21046815290579685,
ba-600-1,3.99,168.9203359575158,0.017663251261660805,0.0570604863399457,-0.1505203294619021,
dms-600-1,3.99,225.10904002282982,0.07429186682126884,0.811707336348809,-0.17952828114223654,
ba-600-2,3.99,148.97006377121545,0.014232360956899162,0.026517899770735407,-0.11114096195611166,
dms-600-2,3.99,208.46601617529893,0.08734177215189873,0.8115305903949872,-0.22456283072026814,
ba-600-3,3.99,162.82530485154942,0.012927819673489683,0.03609467063561665,-0.10855988190837765,
dms-600-3,3.99,226.45105409337356,0.07337123226043925,0.8135648538697501,-0.1910164403333765,
ba-600-4,3.99,155.78857435640137,0.016170290517083866,0.0461893736682449,-0.10552593595211075,
dms-600-4,3.99,208.08190670983385,0.087683284457478,0.8176340975832072,-0.23722516434493057,
ba-600-5,3.99,150.53265393262686,0.013903954245143476,0.030633024998563907,-0.08925053073875713,
dms-600-5,3.99,209.93827640523295,0.08605141980046048,0.8073859556735549,-0.18046933705663168,
ba-600-6,3.99,155.66014229724962,0.013728720483250962,0.03142993177207061,-0.1280374241214913,
dms-600-6,3.99,207.88477553683433,0.08785934668690926,0.8106910590541939,-0.20552627602400084,
ba-600-7,3.99,153.85083652681254,0.017753146721773437,0.04187379111856216,-0.09423998673783777,
dms-600-7,3.99,237.8320413653299,0.06621636585095782,0.8134928249870007,-0.19000914309887415,
ba-600-8,3.99,164.16479494702875,0.01782516685658473,0.042554013507720416,-0.09547928942328918,
dms-600-8,3.99,213.45275800513798,0.08308632826972953,0.8115444594412964,-0.18012483491900347,
ba-600-9,3.99,146.6904219777147,0.013479623824451411,0.030758164664188944,-0.14287600949914478,
dms-600-9,3.99,208.87814605649868,0.08697760108600795,0.8146256077871773,-0.20434353332460573,
ba-600-10,3.99,152.38136336179699,0.014106131849150754,0.03349308214640339,-0.09918972324087785,
dms-600-10,3.99,216.31477041570693,0.0807853379565002,0.8116062705525109,-0.21106975173756481,
ba-600-11,3.99,156.65273665020985,0.017056222362602652,0.046642037370448766,-0.10214577261514064,
dms-600-11,3.99,221.71621478818366,0.07669944420692604,0.8097323753060142,-0.19786905043087238,
ba-600-12,3.99,146.35600397660494,0.014494275811364353,0.038848597962228,-0.09765052051890975,
dms-600-12,3.99,237.54595323852604,0.06638297872340425,0.8113873162461137,-0.184336238888307,
ba-600-13,3.99,139.85020521972788,0.011874272409778813,0.028317307942439255,-0.11928842375977297,
dms-600-13,3.99,203.27341168977313,0.09213702429253762,0.8140112741047532,-0.20297465703366918,
ba-600-14,3.99,154.02623120754464,0.016021737093600674,0.03986194328906055,-0.12239285439332183,
dms-600-14,3.99,226.9715398458582,0.07301884488583174,0.8158103774572247,-0.1912545705830486,
ba-600-15,3.99,154.7581335503889,0.015575746337845356,0.03732509536864936,-0.10040308682679827,
dms-600-15,3.99,230.43454580422613,0.07073853554670557,0.8114731652683344,-0.17582712307453713,
ba-600-16,3.99,160.0752320004566,0.01393788178611374,0.03419853429199242,-0.13153734518315885,
dms-600-16,3.99,219.9138010676001,0.07802713987473904,0.8082826895633711,-0.20974410331808757,
ba-600-17,3.99,147.76359463683875,0.013260690789473685,0.029278786180938123,-0.11539684677212428,
dms-600-17,3.99,212.88513311173233,0.08355456196730474,0.810528899289269,-0.19701623996554876,
ba-600-18,3.99,155.00348350924247,0.016906873614190687,0.04306853173161553,-0.10683214043118243,
dms-600-18,3.99,224.20544128098228,0.07492169555230738,0.8095084801205773,-0.16415560411316518,
ba-600-19,3.99,159.56215058716148,0.017416168442942553,0.043440289783020274,-0.10190902603531232,
dms-600-19,3.99,212.8757381666591,0.08356234570776469,0.8039258797648106,-0.1901771647852893,
ba-600-20,3.99,149.32541612197167,0.016265060240963854,0.04302034495571367,-0.10495686084520559,
dms-600-20,3.99,205.55310724968376,0.0899834478607614,0.8156578286979531,-0.2407516267740823,
ba-600-21,3.99,174.04045477991605,0.017411865864144453,0.06625970040096509,-0.11911189651130956,
dms-600-21,3.99,220.38620623804928,0.07767578801524073,0.8104697159456428,-0.19187659975140295,
ba-600-22,3.99,158.08250978523841,0.014594020873872281,0.04549151864542888,-0.11883538772850016,
dms-600-22,3.99,211.49014137779565,0.08472255017709564,0.8029814620764376,-0.17675525022534866,
ba-600-23,3.99,162.8867087886547,0.017388424277552373,0.04891405671732992,-0.10539756310426651,
dms-600-23,3.99,210.14299869374662,0.08587429993777225,0.8132390244573242,-0.2274973655340214,
ba-600-24,3.99,161.55519149813787,0.0134052778011972,0.03319268824595672,-0.11064065924657886,
dms-600-24,3.99,214.24770687220902,0.08243727598566308,0.808908351502434,-0.1899642264190019,
ba-600-25,3.99,160.05648971535018,0.015748709122203098,0.04434087879997415,-0.10122752474412572,
dms-600-25,3.99,208.84941919957546,0.08700290979631425,0.805363455955036,-0.16561112780225984,
ba-600-26,3.99,167.3262678123193,0.018032786885245903,0.04931921862434805,-0.11989819523607795,
dms-600-26,3.99,213.3309164186007,0.08318649726421219,0.8103855843221957,-0.1837468630028227,
ba-600-27,3.99,149.29192844892856,0.013862380713209442,0.022193897405754864,-0.1217298798211424,
dms-600-27,3.99,219.17134826432036,0.07858425686626659,0.8149407231369213,-0.20064782911628562,
ba-600-28,3.99,151.8093537961347,0.014224888716856976,0.027200216311417662,-0.12446588172521406,
dms-600-28,3.99,225.53066288201256,0.07400074248236604,0.8185224610381906,-0.20433811517040948,
ba-600-29,3.99,158.00658182493538,0.015937666017354347,0.04791196668675721,-0.11163246713115418,
dms-600-29,3.99,225.7212437941985,0.07386971917977436,0.8140915363492577,-0.17366073275613117,
ba-600-30,3.99,159.95649377252553,0.015511892450879007,0.04564666237084982,-0.12347177271185232,
dms-600-30,3.99,208.80153232196358,0.08704512372634643,0.8104437632994737,-0.21806047863318914,
ba-600-31,3.99,153.59062438833953,0.01584009051480294,0.0439855033624183,-0.09834233430370577,
dms-600-31,3.99,205.16354427626754,0.09034597371204109,0.8102124059814709,-0.21518318711485937,
ba-600-32,3.99,162.62250735983628,0.015954794748213395,0.04981722658116352,-0.1184242740695167,
dms-600-32,3.99,217.01631252051075,0.0802361465181806,0.8140499039192358,-0.21712148378543145,
ba-600-33,3.99,156.59527419433832,0.01707008670520231,0.03655672651276222,-0.08711737044556839,
dms-600-33,3.99,214.62544094305315,0.08213157533305865,0.8137618093992822,-0.22013389331818534,
ba-600-34,3.99,177.21196319661942,0.017363742851236822,0.05595657309430063,-0.12607479144791706,
dms-600-34,3.99,229.33835244023186,0.07144848460711299,0.8135011572294456,-0.17904466148965648,
ba-600-35,3.99,158.04455036476267,0.015398230088495576,0.03467338164481623,-0.10439071914650401,
dms-600-35,3.99,210.18106456101128,0.0858414278195129,0.8079018819770982,-0.18364056512449003,
ba-600-36,3.99,153.8248351209908,0.01437699680511182,0.033259509546870535,-0.10644907548604877,
dms-600-36,3.99,213.1996245306262,0.08329464202804346,0.8108833529621012,-0.18345645209688488,
ba-600-37,3.99,164.85775656607728,0.014032258064516129,0.03557555692450176,-0.13151768966350474,
dms-600-37,3.99,205.19278715393483,0.09031868297840205,0.8131925419306025,-0.1996497216900672,
ba-600-38,3.99,150.87107045421266,0.01736656200941915,0.0454581353522224,-0.08414536483216506,
dms-600-38,3.99,223.41011593032218,0.07548281230277275,0.8129079088035647,-0.18022716796733043,
ba-600-39,3.99,176.0911124957759,0.019070904645476772,0.06454041720764904,-0.0980080208854615,
dms-600-39,3.99,225.92494306738243,0.07373006740095348,0.809615202833846,-0.17580450688936886,
ba-700-0,3.9914285714285715,176.3464445288285,0.013347457627118644,0.04132376078270309,-0.112213654951334,
dms-700-0,3.9914285714285715,225.7920913095921,0.08688075678366941,0.8105764547678167,-0.19416158205565537,
ba-700-1,3.9914285714285715,163.847699092661,0.012464683397041714,0.026307821150077584,-0.09779174730346522,
dms-700-1,3.9914285714285715,237.7647335034344,0.07791048108047773,0.8132261777839829,-0.187008300180968,
ba-700-2,3.9914285714285715,177.70781777389305,0.012082494271231165,0.03399229704339637,-0.10827127164983462,
dms-700-2,3.9914285714285715,232.06479374941642,0.08199545774923643,0.8132088438370803,-0.20921815755471065,
ba-700-3,3.9914285714285715,174.2643638210612,0.013918086263138818,0.0354838701907957,-0.11957383054381339,
dms-700-3,3.9914285714285715,230.31732131552587,0.08331343996180472,0.808683851491301,-0.1966224320846109,
ba-700-4,3.9914285714285715,166.1146245758006,0.012572533849129593,0.029230261608152144,-0.09561501995753233,
dms-700-4,3.9914285714285715,252.5432012507151,0.06865573770491804,0.8086436290563452,-0.15906156174948696,
ba-700-5,3.9914285714285715,161.22676110980825,0.013439007580978636,0.023975607603448044,-0.12098254541059268,
dms-700-5,3.9914285714285715,239.95847244462777,0.07642056859238713,0.8060117899924192,-0.18341363291675647,
ba-700-6,3.9914285714285715,178.42104275549784,0.015280837004405287,0.04328538635965966,-0.07945825940765817,
dms-700-6,3.9914285714285715,239.03988892642832,0.07703910820058128,0.8125943122015872,-0.19577259925289897,
ba-700-7,3.9914285714285715,173.4360645827712,0.013185847190682002,0.039664537876568234,-0.11522610683709267,
dms-700-7,3.9914285714285715,231.16242881999483,0.08267203600615895,0.8112823670634814,-0.20791070356915062,
ba-700-8,3.9914285714285715,164.991116421337,0.013500245459008346,0.031123087976140898,-0.0970439715693408,
dms-700-8,3.9914285714285715,244.8511149616419,0.07325007870710462,0.8119232463219981,-0.1893364790496263,
ba-700-9,3.9914285714285715,161.46228196690143,0.01313755795981453,0.03475123471523203,-0.07218231797787072,
dms-700-9,3.9914285714285715,229.95231787907505,0.08359281437125748,0.810300357433108,-0.19151385004479238,
ba-700-10,3.9914285714285715,164.57238072641223,0.013823747222907924,0.034677686455487876,-0.1095166179795955,
dms-700-10,3.9914285714285715,245.40592596341105,0.07290324826793859,0.8101371620285649,-0.1703596890449054,
ba-700-11,3.9914285714285715,165.3059844590001,0.014665145836728044,0.03852320688770601,-0.08762507525094868,
dms-700-11,3.9914285714285715,259.42642212766066,0.06490608145806212,0.810348031966437,-0.1516092805155752,
ba-700-12,3.9914285714285715,159.57464866938977,0.012695054218460724,0.0316462123427365,-0.10229025087486561,
dms-700-12,3.9914285714285715,222.30175100065944,0.0897941680960549,0.8097161251137817,-0.20277253989998884,
ba-700-13,3.9914285714285715,162.81912816975523,0.014663745154222148,0.03150963931542284,-0.11528384669485857,
dms-700-13,3.9914285714285715,259.2181870509074,0.06501490312965723,0.8134001866157088,-0.17384400069193884,
ba-700-14,3.9914285714285715,164.42648356624056,0.01409844175117487,0.03752460373210497,-0.09889900624052211,
dms-700-14,3.9914285714285715,232.72315849085408,0.0815071425791133,0.8097232878882182,-0.18550217369766434,
ba-700-15,3.9914285714285715,185.60190865925702,0.013640669403220713,0.04366906542983699,-0.08561131608270287,
dms-700-15,3.9914285714285715,224.8556614763328,0.08764806831024236,0.81442833627477,-0.17983974072148293,
ba-700-16,3.9914285714285715,180.99742677165105,0.01420852511506904,0.04205893158310901,-0.132945224696087,
dms-700-16,3.9914285714285715,229.21184196711823,0.08416398713826366,0.8117647909448064,-0.20142583417824703,
ba-700-17,3.9914285714285715,173.08977005576958,0.014568464424987123,0.034522859667961044,-0.10098124903871289,
dms-700-17,3.9914285714285715,221.4363757334354,0.09053960567277758,0.8085839148913186,-0.1877920950868426,
ba-700-18,3.9914285714285715,178.14058632989614,0.014297554910899296,0.036942389666878295,-0.12248182920210796,
dms-700-18,3.9914285714285715,237.1372355788082,0.07834480694402873,0.8136392573537529,-0.19144835995630644,
ba-700-19,3.9914285714285715,195.1052754231909,0.016662888233960553,0.06812307015650965,-0.110359585313694,
dms-700-19,3.9914285714285715,237.17940150434478,0.07831550602139277,0.806228978160003,-0.17502825186191734,
ba-700-20,3.9914285714285715,195.46884278052906,0.014902624894157494,0.05635117863023645,-0.10277138584582102,
dms-700-20,3.9914285714285715,263.6096896890537,0.0627773114282288,0.8149588480257018,-0.1827009386095271,
ba-700-21,3.9914285714285715,171.70343181765233,0.015278609946075494,0.042882026563278094,-0.09269659492118251,
dms-700-21,3.9914285714285715,228.91061246250507,0.08439804925234774,0.8105296167245644,-0.18858443676716388,
ba-700-22,3.9914285714285715,166.25302553024164,0.011342611213900733,0.029979524490749004,-0.12016703170871111,
dms-700-22,3.9914285714285715,260.7375471579787,0.06422721835413919,0.8148855956709254,-0.1855256552052226,
ba-700-23,3.9914285714285715,170.985579795371,0.014740343185425959,0.03423790418237033,-0.10718050103890484,
dms-700-23,3.9914285714285715,260.38446285821124,0.06440896927193873,0.8126782855295286,-0.1669557193456201,
ba-700-24,3.9914285714285715,164.33523206530967,0.012877662209014363,0.02893829971369955,-0.11591913971431562,
dms-700-24,3.9914285714285715,226.54374521923836,0.08627224785761371,0.8097688736522444,-0.20227810588286146,
ba-700-25,3.9914285714285715,163.36483250063088,0.011794228356336261,0.02444392537926243,-0.14682528880947213,
dms-700-25,3.9914285714285715,245.45481966740678,0.07287280320167043,0.8101891232706633,-0.17280659838312323,
ba-700-26,3.9914285714285715,189.10861561007522,0.014552510308028135,0.04656349538366345,-0.11440749562425724,
dms-700-26,3.9914285714285715,223.03826689148923,0.08916709248850281,0.8135729112279172,-0.1971293173848928,
ba-700-27,3.9914285714285715,175.64187569585786,0.01603020803647763,0.04225868219016896,-0.09737423350015505,
dms-700-27,3.9914285714285715,227.24891308421957,0.08570726915520628,0.8104976648575735,-0.16117162443325278,
ba-700-28,3.9914285714285715,181.17965806888802,0.016573482428115016,0.045632331006764684,-0.07912840156453169,
dms-700-28,3.9914285714285715,230.99798375301717,0.08279625163101499,0.8107387994549122,-0.19001099838670038,
ba-700-29,3.9914285714285715,180.18343014261657,0.016976556184316895,0.05172720872643614,-0.09609850108550762,
dms-700-29,3.9914285714285715,241.288351351571,0.07553840049060279,0.8111917292285927,-0.2255169684808096,
ba-700-30,3.9914285714285715,164.37173874470994,0.012128712871287129,0.026339861112497066,-0.11636016865541127,
dms-700-30,3.9914285714285715,246.96167414795192,0.07194392908678623,0.8067643236443481,-0.1787120681287812,
ba-700-31,3.9914285714285715,154.43467388497695,0.013382687927107062,0.026971111231435276,-0.044696764447823285,
dms-700-31,3.9914285714285715,240.6367978883512,0.0759686547670875,0.8105896279534719,-0.19867298405796036,
ba-700-32,3.9914285714285715,173.2110518932299,0.012782838671760211,0.03715043466520304,-0.13765604015175203,
dms-700-32,3.9914285714285715,245.34479513117694,0.07294134039292183,0.8141221518208985,-0.1971948819168794,
ba-700-33,3.9914285714285715,167.69635803427332,0.01396780303030303,0.045289831349834025,-0.09146705298166892,
dms-700-33,3.9914285714285715,242.71396436538046,0.07460984821492198,0.8148735382798137,-0.2063530690839107,
ba-700-34,3.9914285714285715,167.13488115279583,0.015503259659723326,0.03691185861254907,-0.09529008396011597,
dms-700-34,3.9914285714285715,235.33395100996196,0.07961371758801612,0.8115375002427457,-0.19150235310800776,
ba-700-35,3.9914285714285715,157.9812283088063,0.013796212804328224,0.03261523701221484,-0.0957407063328522,
dms-700-35,3.9914285714285715,244.32369614501002,0.0735821210204512,0.8149015910405323,-0.21837849898613926,
ba-700-36,3.9914285714285715,173.19373111622482,0.01212432948783893,0.026808460061820364,-0.12511145128414122,
dms-700-36,3.9914285714285715,248.0485204510585,0.07128510638297872,0.8123045086646057,-0.17539712676982402,
ba-700-37,3.9914285714285715,164.25001825862662,0.013636363636363636,0.028519201973524585,-0.10215680330647939,
dms-700-37,3.9914285714285715,251.34452151968458,0.06934234055235446,0.8097229498349968,-0.19154387528553973,
ba-700-38,3.9914285714285715,163.8965176504955,0.01195814648729447,0.034265595939378266,-0.114934031567364,
dms-700-38,3.9914285714285715,246.58480994975986,0.0721745424464895,0.8154851740303753,-0.1898794598330849,
ba-700-39,3.9914285714285715,162.56711997805454,0.012431289640591967,0.026426033490168678,-0.11201130035989885,
dms-700-39,3.9914285714285715,223.52643802905996,0.08875513923621413,0.8117521197606817,-0.19568178679631265,
ba-800-0,3.9925,186.5852618610323,0.012138070552535086,0.02917925485568217,-0.08018564716079861,
dms-800-0,3.9925,252.29359869752938,0.0791745212818732,0.8151340520243984,-0.2117287182986659,
ba-800-1,3.9925,170.6577274656791,0.012487473984429199,0.02667032235925221,-0.06980487182871357,
dms-800-1,3.9925,253.17199676060147,0.07859745887914903,0.8098076354475051,-0.181718106933998,
ba-800-2,3.9925,173.60316801184823,0.014910979228486648,0.029481997467804364,-0.06795215204199077,
dms-800-2,3.9925,260.8755640985756,0.07380005548876352,0.8159496828556543,-0.18346537931594048,
ba-800-3,3.9925,178.37617538155143,0.014036312849162012,0.03686550884910813,-0.12068219211216874,
dms-800-3,3.9925,260.16929093140493,0.07422105099984498,0.8052393561566348,-0.17218550917208714,
ba-800-4,3.9925,187.58480733724147,0.01218369259606373,0.033118260018569615,-0.09595914968051115,
dms-800-4,3.9925,271.9706968475648,0.06763667184630598,0.8124291646966603,-0.17640732709549659,
ba-800-5,3.9925,179.74999288942962,0.013593299464506384,0.03531900652806886,-0.09072479818553185,
