,Variance
ba-3000-15,34.84666266666666,
dms-3000-15,115.48266266666667,
ba-3000-16,36.645329333333336,
dms-3000-16,128.74732933333334,
ba-3000-17,33.615329333333335,
dms-3000-17,96.50799599999999,
ba-3000-18,37.91866266666666,
dms-3000-18,100.44732933333333,
ba-3000-19,34.087996000000004,
dms-3000-19,131.55732933333334,
ba-3000-20,32.06466266666666,
dms-3000-20,115.63132933333333,
ba-3000-21,31.397329333333328,
dms-3000-21,139.22666266666667,
ba-3000-22,29.968662666666663,
dms-3000-22,126.91866266666668,
ba-3000-23,33.845996,
dms-3000-23,107.811996,
ba-3000-24,34.883995999999996,
dms-3000-24,108.86666266666667,
ba-3000-25,26.483995999999994,
dms-3000-25,106.54066266666666,
ba-3000-26,35.577329333333324,
dms-3000-26,115.98932933333333,
ba-3000-27,32.025996000000006,
dms-3000-27,127.5613293333333,
ba-3000-28,32.203996000000004,
dms-3000-28,117.69799599999999,
ba-3000-29,35.330662666666655,
dms-3000-29,125.94666266666667,
ba-3000-30,29.538662666666664,
dms-3000-30,106.731996,
ba-3000-31,28.515995999999998,
dms-3000-31,109.78466266666666,
ba-3000-32,28.513329333333335,
dms-3000-32,92.59399599999999,
ba-3000-33,29.787995999999996,
dms-3000-33,110.14399600000002,
ba-3000-34,30.313996,
dms-3000-34,102.16066266666667,
ba-3000-35,31.03999599999999,
dms-3000-35,109.11399599999999,
ba-3000-36,38.137996,
dms-3000-36,100.761996,
ba-3000-37,32.891996000000006,
dms-3000-37,110.14732933333333,
ba-3000-38,32.68066266666666,
dms-3000-38,106.49866266666666,
ba-3000-39,34.356662666666665,
dms-3000-39,108.641996,
ba-4000-0,37.25749775,
dms-4000-0,109.48999775000001,
ba-4000-1,36.14349775,
dms-4000-1,122.32449775,
ba-4000-2,49.58499775000001,
dms-4000-2,110.10499775,
ba-4000-3,40.17149775,
dms-4000-3,116.41199775000001,
ba-4000-4,30.683497749999994,
dms-4000-4,141.33549775000003,
ba-4000-5,33.76299775,
dms-4000-5,118.55699775000002,
ba-4000-6,30.53599775,
dms-4000-6,124.39349775000002,
ba-4000-7,39.24999775,
dms-4000-7,117.68999775,
ba-4000-8,40.01549775,
dms-4000-8,121.88949775,
ba-4000-9,34.630497749999996,
dms-4000-9,123.14899775,
ba-4000-10,39.494497749999994,
dms-4000-10,117.30299775000003,
ba-4000-11,32.264997750000006,
dms-4000-11,106.32449775,
ba-4000-12,33.16799775,
dms-4000-12,133.01849775000002,
ba-4000-13,30.87849775,
dms-4000-13,106.38199775000001,
ba-4000-14,34.50299775,
dms-4000-14,107.42549775,
ba-4000-15,34.74449775,
dms-4000-15,112.03199775000002,
ba-4000-16,37.385497750000006,
dms-4000-16,139.35599775,
ba-4000-17,36.15949775000001,
dms-4000-17,120.19799774999998,
ba-4000-18,32.799997749999996,
dms-4000-18,125.07199775000001,
ba-4000-19,35.77199775,
dms-4000-19,131.80449775000002,
ba-4000-20,30.732997749999996,
dms-4000-20,124.90549775000002,
ba-4000-21,35.15849775,
dms-4000-21,110.27149775000001,
ba-4000-22,46.32599775,
dms-4000-22,142.71299775000003,
ba-4000-23,29.795997749999998,
dms-4000-23,120.11049775000001,
ba-4000-24,37.60849775,
dms-4000-24,128.36199775000003,
ba-4000-25,40.74749775,
dms-4000-25,134.58549775,
ba-4000-26,29.856997749999998,
dms-4000-26,117.03999775000003,
ba-4000-27,33.07399775,
dms-4000-27,124.42849774999999,
ba-4000-28,30.65049775,
dms-4000-28,120.20799775,
ba-4000-29,39.725497749999995,
dms-4000-29,110.05999775000001,
ba-4000-30,39.36999775,
dms-4000-30,116.63199775000001,
ba-4000-31,35.63749775,
dms-4000-31,123.05349775000002,
ba-4000-32,36.53899775,
dms-4000-32,135.51099775,
ba-4000-33,35.06299775,
dms-4000-33,135.85099775,
ba-4000-34,40.39949775,
dms-4000-34,120.33049775,
ba-4000-35,29.22199775,
dms-4000-35,145.55349775000002,
ba-4000-36,36.89299774999999,
dms-4000-36,130.13349775,
ba-4000-37,37.69099775,
dms-4000-37,114.13749775000002,
ba-4000-38,33.87799775,
dms-4000-38,115.24099775000002,
ba-4000-39,34.346497750000005,
dms-4000-39,142.11299775,
ba-5000-0,38.800798560000004,
dms-5000-0,130.71959855999998,
ba-5000-1,37.16359856,
dms-5000-1,143.35799856,
ba-5000-2,41.011198560000004,
dms-5000-2,143.69559856,
ba-5000-3,34.00799856,
dms-5000-3,133.37279856,
ba-5000-4,37.305998560000006,
dms-5000-4,111.30279856000001,
ba-5000-5,33.14279856,
dms-5000-5,138.99559856000002,
ba-5000-6,37.98359856,
dms-5000-6,152.28959856000003,
ba-5000-7,41.20359856,
dms-5000-7,136.54399856,
ba-5000-8,38.35159856,
dms-5000-8,133.72719856,
ba-5000-9,36.452398560000006,
dms-5000-9,148.64239856,
ba-5000-10,38.02119856,
dms-5000-10,150.21799856,
ba-5000-11,37.49999856,
dms-5000-11,139.26999856,
ba-5000-12,32.278798560000006,
dms-5000-12,124.63839856000001,
ba-5000-13,37.19439856,
dms-5000-13,132.92799856000002,
ba-5000-14,40.85559856,
dms-5000-14,145.15999856000002,
ba-5000-15,39.37799856000001,
dms-5000-15,149.25359855999997,
ba-5000-16,32.156798560000006,
dms-5000-16,149.33439856,
ba-5000-17,34.15599856,
dms-5000-17,156.40279856,
ba-5000-18,41.775998560000005,
dms-5000-18,133.28999856000002,
ba-5000-19,41.30519856,
dms-5000-19,149.25999856,
ba-5000-20,35.77879856,
dms-5000-20,131.47199856,
ba-5000-21,43.23759856000001,
dms-5000-21,139.34959856000003,
ba-5000-22,46.217598560000006,
dms-5000-22,136.40079856000003,
ba-5000-23,38.520398560000004,
dms-5000-23,143.95679855999998,
ba-5000-24,33.41679856,
dms-5000-24,131.03839856000002,
ba-5000-25,46.67559856,
dms-5000-25,116.16399856000001,
ba-5000-26,33.031598560000006,
dms-5000-26,137.86999856,
ba-5000-27,37.947198560000004,
dms-5000-27,122.30919856,
ba-5000-28,35.22599856000001,
dms-5000-28,131.57079856000001,
ba-5000-29,32.965198560000005,
dms-5000-29,147.18239856,
ba-5000-30,34.955598560000006,
dms-5000-30,158.13479856,
ba-5000-31,30.82839856000001,
dms-5000-31,138.06079856,
ba-5000-32,33.77479856,
dms-5000-32,114.40559856000002,
ba-5000-33,39.91239856,
dms-5000-33,111.78079856000001,
ba-5000-34,34.99719856000001,
dms-5000-34,151.20399856,
ba-5000-35,41.757598560000005,
dms-5000-35,136.68519856,
ba-5000-36,37.90559856000001,
dms-5000-36,125.24599856,
ba-5000-37,33.347198559999995,
dms-5000-37,110.42799856,
ba-5000-38,32.88959856,
dms-5000-38,140.32679856000001,
ba-5000-39,32.44559855999999,
dms-5000-39,123.63279856,
ba-6000-0,38.88799899999999,
dms-6000-0,147.28266566666667,
ba-6000-1,39.100665666666664,
dms-6000-1,128.67233233333334,
ba-6000-2,48.320998999999986,
dms-6000-2,123.07466566666666,
ba-6000-3,38.759665666666656,
dms-6000-3,133.25066566666666,
ba-6000-4,36.26133233333333,
dms-6000-4,122.85999899999997,
ba-6000-5,36.38233233333332,
dms-6000-5,148.37666566666667,
ba-6000-6,39.60233233333334,
dms-6000-6,173.40433233333334,
ba-6000-7,33.310665666666665,
dms-6000-7,131.43699900000001,
ba-6000-8,37.17533233333333,
dms-6000-8,139.000999,
ba-6000-9,56.54433233333333,
dms-6000-9,139.09333233333334,
ba-6000-10,42.74533233333333,
dms-6000-10,143.18233233333333,
ba-6000-11,42.063665666666665,
dms-6000-11,138.39166566666668,
ba-6000-12,39.23366566666667,
dms-6000-12,142.30333233333334,
ba-6000-13,46.784332333333325,
dms-6000-13,157.107999,
ba-6000-14,36.834998999999996,
dms-6000-14,127.28766566666665,
ba-6000-15,35.86533233333333,
dms-6000-15,129.159999,
ba-6000-16,39.82433233333333,
dms-6000-16,142.42366566666666,
ba-6000-17,38.51766566666666,
dms-6000-17,119.85266566666665,
ba-6000-18,34.543332333333325,
dms-6000-18,128.600999,
ba-6000-19,38.69233233333333,
dms-6000-19,136.61066566666668,
ba-6000-20,47.65066566666666,
dms-6000-20,143.37933233333334,
ba-6000-21,35.788999,
dms-6000-21,124.83399899999999,
ba-6000-22,35.26033233333333,
dms-6000-22,145.66133233333332,
ba-6000-23,37.972332333333334,
dms-6000-23,144.10933233333336,
ba-6000-24,46.871665666666665,
dms-6000-24,129.52633233333333,
ba-6000-25,40.36866566666667,
dms-6000-25,131.23333233333335,
ba-6000-26,37.415332333333325,
dms-6000-26,122.97366566666666,
ba-6000-27,38.09533233333333,
dms-6000-27,169.00533233333334,
ba-6000-28,47.39166566666667,
dms-6000-28,126.50033233333333,
ba-6000-29,33.83666566666667,
dms-6000-29,153.16033233333334,
ba-6000-30,34.82866566666666,
dms-6000-30,153.43266566666668,
ba-6000-31,34.411998999999994,
dms-6000-31,124.5723323333333,
ba-6000-32,46.665999,
dms-6000-32,142.75399900000002,
ba-6000-33,45.80066566666666,
dms-6000-33,150.96266566666665,
ba-6000-34,48.03766566666667,
dms-6000-34,127.925999,
ba-6000-35,39.276665666666666,
dms-6000-35,146.22166566666667,
ba-6000-36,39.19533233333333,
dms-6000-36,143.01966566666667,
ba-6000-37,36.280665666666664,
dms-6000-37,143.33066566666668,
ba-6000-38,38.42566566666666,
dms-6000-38,133.97599900000003,
ba-6000-39,38.158665666666664,
dms-6000-39,151.29533233333333,
ba-7000-0,37.173142122448986,
dms-7000-0,179.50028497959187,
ba-7000-1,40.442856408163266,
dms-7000-1,137.1197135510204,
ba-7000-2,36.05799926530612,
dms-7000-2,172.403142122449,
ba-7000-3,32.56885640816326,
dms-7000-3,158.87571355102043,
ba-7000-4,37.48257069387755,
dms-7000-4,151.64599926530613,
ba-7000-5,39.67971355102041,
dms-7000-5,130.1474278367347,
ba-7000-6,33.45114212244898,
dms-7000-6,164.40885640816327,
ba-7000-7,32.161427836734696,
dms-7000-7,157.14428497959184,
ba-7000-8,47.88999926530613,
dms-7000-8,152.53485640816328,
ba-7000-9,41.584284979591835,
dms-7000-9,149.01457069387757,
ba-7000-10,39.015427836734695,
dms-7000-10,138.21828497959186,
ba-7000-11,38.093713551020414,
dms-7000-11,132.30999926530612,
ba-7000-12,38.738856408163265,
dms-7000-12,171.79285640816326,
ba-7000-13,34.803713551020415,
dms-7000-13,142.41457069387755,
ba-7000-14,44.14857069387755,
dms-7000-14,154.51228497959184,
ba-7000-15,39.457427836734695,
dms-7000-15,175.687142122449,
ba-7000-16,37.529427836734705,
dms-7000-16,137.95228497959184,
ba-7000-17,43.61799926530612,
dms-7000-17,148.46799926530613,
ba-7000-18,48.72342783673469,
dms-7000-18,189.33885640816325,
ba-7000-19,36.34942783673469,
dms-7000-19,167.18571355102043,
ba-7000-20,36.84799926530612,
dms-7000-20,168.927142122449,
ba-7000-21,40.429427836734696,
dms-7000-21,156.02199926530614,
ba-7000-22,37.37571355102041,
dms-7000-22,158.1697135510204,
ba-7000-23,32.7634278367347,
dms-7000-23,142.69885640816327,
ba-7000-24,35.77799926530613,
dms-7000-24,142.30685640816327,
ba-7000-25,38.19628497959184,
dms-7000-25,145.29342783673468,
ba-7000-26,38.99628497959183,
dms-7000-26,146.01028497959183,
ba-7000-27,44.00228497959184,
dms-7000-27,143.72999926530613,
ba-7000-28,37.446570693877554,
dms-7000-28,153.69399926530613,
ba-7000-29,39.91228497959184,
dms-7000-29,188.96828497959183,
ba-7000-30,38.989142122448975,
dms-7000-30,158.74571355102043,
ba-7000-31,44.618856408163275,
dms-7000-31,159.00799926530613,
ba-7000-32,38.53999926530612,
dms-7000-32,143.6154278367347,
ba-7000-33,36.115427836734696,
dms-7000-33,140.70714212244897,
ba-7000-34,39.74457069387755,
dms-7000-34,106.40114212244899,
ba-7000-35,39.75857069387755,
dms-7000-35,151.68485640816326,
ba-7000-36,39.530856408163274,
dms-7000-36,156.1374278367347,
ba-7000-37,42.37685640816327,
dms-7000-37,158.50514212244897,
ba-7000-38,35.90771355102041,
dms-7000-38,137.98257069387753,
ba-7000-39,32.409142122448976,
dms-7000-39,140.7939992653061,
ba-8000-0,47.2679994375,
dms-8000-0,183.1552494375,
ba-8000-1,43.407249437500006,
dms-8000-1,157.86249943750002,
ba-8000-2,45.987499437500006,
dms-8000-2,149.13299943750002,
ba-8000-3,33.828249437500006,
dms-8000-3,133.54399943750002,
ba-8000-4,37.95649943750001,
dms-8000-4,171.25749943750003,
ba-8000-5,39.1104994375,
dms-8000-5,137.19674943750002,
ba-8000-6,38.9909994375,
dms-8000-6,161.7999994375,
ba-8000-7,46.0652494375,
dms-8000-7,143.41074943750002,
ba-8000-8,43.739999437499996,
dms-8000-8,198.72299943750005,
ba-8000-9,38.9019994375,
dms-8000-9,167.8859994375,
ba-8000-10,42.4534994375,
dms-8000-10,145.25799943750002,
ba-8000-11,38.977749437499995,
dms-8000-11,141.4244994375,
ba-8000-12,42.33799943750001,
dms-8000-12,154.2347494375,
ba-8000-13,40.7267494375,
dms-8000-13,168.74099943750002,
ba-8000-14,37.81049943749999,
dms-8000-14,136.2104994375,
ba-8000-15,37.04124943750001,
dms-8000-15,135.1562494375,
ba-8000-16,44.64824943749999,
dms-8000-16,132.1044994375,
ba-8000-17,44.6479994375,
dms-8000-17,147.6517494375,
ba-8000-18,39.1069994375,
dms-8000-18,139.6479994375,
ba-8000-19,41.6387494375,
dms-8000-19,144.6389994375,
ba-8000-20,38.1664994375,
dms-8000-20,149.66874943750003,
ba-8000-21,41.894749437499996,
dms-8000-21,178.4487494375,
ba-8000-22,37.737249437500004,
dms-8000-22,150.2254994375,
ba-8000-23,38.369999437500006,
dms-8000-23,192.6719994375,
ba-8000-24,38.103249437500004,
dms-8000-24,141.50574943750001,
ba-8000-25,35.396249437499996,
dms-8000-25,164.9304994375,
ba-8000-26,33.9527494375,
dms-8000-26,160.98999943750002,
ba-8000-27,37.7027494375,
dms-8000-27,181.11099943750003,
ba-8000-28,34.5564994375,
dms-8000-28,157.2149994375,
ba-8000-29,47.1992494375,
dms-8000-29,120.59899943749998,
ba-8000-30,40.4824994375,
dms-8000-30,144.9004994375,
ba-8000-31,39.9959994375,
dms-8000-31,131.4387494375,
ba-8000-32,39.0119994375,
dms-8000-32,168.2682494375,
ba-8000-33,38.9744994375,
dms-8000-33,156.69949943750004,
ba-8000-34,40.3959994375,
dms-8000-34,151.09224943750002,
ba-8000-35,34.45524943750001,
dms-8000-35,143.2142494375,
ba-8000-36,47.5219994375,
dms-8000-36,171.25449943750002,
ba-8000-37,50.1044994375,
dms-8000-37,133.13049943750002,
ba-8000-38,36.852749437499995,
dms-8000-38,149.8122494375,
ba-8000-39,40.5277494375,
dms-8000-39,161.54749943750002,
ba-9000-0,38.75977733333333,
dms-9000-0,158.2373328888889,
ba-9000-1,35.0875551111111,
dms-9000-1,193.10444400000003,
ba-9000-2,39.103777333333326,
dms-9000-2,167.2095551111111,
ba-9000-3,39.70555511111111,
dms-9000-3,166.48466622222222,
ba-9000-4,49.51644400000001,
dms-9000-4,184.98177733333333,
ba-9000-5,40.15155511111111,
dms-9000-5,163.95022177777778,
ba-9000-6,41.11711066666666,
dms-9000-6,168.17666622222222,
ba-9000-7,47.330221777777794,
dms-9000-7,157.73488844444446,
ba-9000-8,40.02222177777777,
dms-9000-8,143.77177733333332,
ba-9000-9,41.38222177777777,
dms-9000-9,140.0842217777778,
ba-9000-10,38.83955511111112,
dms-9000-10,162.51066622222223,
ba-9000-11,41.708444,
dms-9000-11,188.7382217777778,
ba-9000-12,42.87733288888889,
dms-9000-12,150.18111066666668,
ba-9000-13,40.618666222222224,
dms-9000-13,149.77888844444445,
ba-9000-14,38.183110666666664,
dms-9000-14,132.59355511111113,
ba-9000-15,43.25222177777778,
dms-9000-15,147.51688844444445,
ba-9000-16,36.30199955555556,
dms-9000-16,150.5253328888889,
ba-9000-17,35.41288844444444,
dms-9000-17,141.75799955555556,
ba-9000-18,40.53422177777777,
dms-9000-18,176.4735551111111,
ba-9000-19,40.66555511111112,
dms-9000-19,151.95311066666667,
ba-9000-20,38.65977733333333,
dms-9000-20,171.31888844444444,
ba-9000-21,34.56488844444445,
dms-9000-21,164.13822177777777,
ba-9000-22,40.31866622222223,
dms-9000-22,194.64911066666664,
ba-9000-23,37.74511066666666,
dms-9000-23,182.00977733333335,
ba-9000-24,47.28377733333333,
dms-9000-24,173.290444,
ba-9000-25,36.021555111111105,
dms-9000-25,177.0115551111111,
ba-9000-26,47.49355511111111,
dms-9000-26,174.08488844444446,
ba-9000-27,44.785555111111115,
dms-9000-27,163.7806662222222,
ba-9000-28,39.02888844444445,
dms-9000-28,156.43333288888888,
ba-9000-29,33.942444,
dms-9000-29,179.54599955555557,
ba-9000-30,37.38533288888888,
dms-9000-30,151.41311066666668,
ba-9000-31,36.17266622222223,
dms-9000-31,173.4853328888889,
ba-9000-32,43.075555111111115,
dms-9000-32,191.26977733333334,
ba-9000-33,38.88244400000001,
dms-9000-33,168.1273328888889,
ba-9000-34,33.10155511111111,
dms-9000-34,145.55911066666667,
ba-9000-35,36.43688844444445,
dms-9000-35,157.5913328888889,
ba-9000-36,44.79422177777777,
dms-9000-36,189.64288844444442,
ba-9000-37,41.73555511111111,
dms-9000-37,148.18266622222225,
ba-9000-38,52.82399955555556,
dms-9000-38,164.48288844444446,
ba-9000-39,39.79822177777778,
dms-9000-39,152.81155511111112,
ba-10000-0,42.83979964,
dms-10000-0,162.87319964,
ba-10000-1,41.771999640000004,
dms-10000-1,155.43539964,
ba-10000-2,37.21279964000001,
dms-10000-2,174.58899964,
ba-10000-3,46.64619964,
dms-10000-3,162.32339964,
ba-10000-4,45.17179964,
dms-10000-4,168.03439964,
ba-10000-5,49.43139964000001,
dms-10000-5,171.28519964,
ba-10000-6,40.007999639999994,
dms-10000-6,184.51599964000002,
ba-10000-7,45.759999640000004,
dms-10000-7,157.77779963999998,
ba-10000-8,37.40619964,
dms-10000-8,200.02639964000002,
ba-10000-9,36.25399964,
dms-10000-9,172.55499964,
ba-10000-10,37.68999964,
dms-10000-10,197.88419964,
ba-10000-11,42.35659964,
dms-10000-11,183.00799963999998,
ba-10000-12,40.603199640000014,
dms-10000-12,163.44999964,
ba-10000-13,38.34859964,
dms-10000-13,156.91099964,
ba-10000-14,41.01659964000001,
dms-10000-14,157.36199964,
ba-10000-15,43.07699964,
dms-10000-15,169.13579964000002,
ba-10000-16,41.95679964,
dms-10000-16,166.08059964,
ba-10000-17,38.56059964,
dms-10000-17,148.27319964,
ba-10000-18,42.82019964,
dms-10000-18,189.23559963999998,
ba-10000-19,35.37299964,
dms-10000-19,176.87979964,
ba-10000-20,35.162799639999996,
dms-10000-20,191.35959964,
ba-10000-21,35.873599639999995,
dms-10000-21,147.77299964,
ba-10000-22,47.70459964,
dms-10000-22,176.03159964,
ba-10000-23,43.195799640000004,
dms-10000-23,186.48279964,
ba-10000-24,36.29039964,
dms-10000-24,148.88139963999998,
ba-10000-25,38.763199639999996,
dms-10000-25,155.81599963999997,
ba-10000-26,38.81839964,
dms-10000-26,171.05159964,
ba-10000-27,55.59939964,
dms-10000-27,161.51279964,
ba-10000-28,37.592199640000004,
dms-10000-28,170.64319964,
ba-10000-29,49.63919964,
dms-10000-29,177.60319963999999,
ba-10000-30,37.47459964,
dms-10000-30,156.16299964,
ba-10000-31,38.71499964,
dms-10000-31,159.05079963999998,
ba-10000-32,41.26839964,
dms-10000-32,155.38459963999998,
ba-10000-33,38.75299964,
dms-10000-33,155.29379963999997,
ba-10000-34,44.538399639999994,
dms-10000-34,155.19119963999998,
ba-10000-35,39.491599640000004,
dms-10000-35,157.34879964,
ba-10000-36,35.99899964,
dms-10000-36,176.29459964,
ba-10000-37,38.61839964000001,
dms-10000-37,185.85359964,
ba-10000-38,44.96119964000001,
dms-10000-38,182.57579964,
ba-10000-39,52.15479964000001,
dms-10000-39,162.64339963999998,
ba-20000-0,42.32009991,
dms-20000-0,189.47859991,
ba-20000-1,47.27329991,
dms-20000-1,223.21249991,
ba-20000-2,49.99689991,
dms-20000-2,199.48969991,
ba-20000-3,49.141299909999994,
dms-20000-3,194.35319991000003,
ba-20000-4,42.33199991,
dms-20000-4,238.10719991000002,
ba-20000-5,44.01329990999999,
dms-20000-5,200.83409991000002,
ba-20000-6,38.876899910000006,
dms-20000-6,230.22129991000003,
ba-20000-7,44.55469991,
dms-20000-7,179.56199991,
ba-20000-8,42.66839991,
dms-20000-8,238.07969991000004,
ba-20000-9,42.44669991,
dms-20000-9,187.07479991000002,
ba-20000-10,47.947499910000005,
dms-20000-10,210.01949991000004,
ba-20000-11,55.13629991000001,
dms-20000-11,216.89979991,
ba-20000-12,47.07049991,
dms-20000-12,201.07449991000001,
ba-20000-13,45.87359991000001,
dms-20000-13,230.49789991000003,
ba-20000-14,44.16449991,
dms-20000-14,170.96979991,
ba-20000-15,46.65549991000001,
dms-20000-15,204.98979991000004,
ba-20000-16,47.13319991000001,
dms-20000-16,195.95549991000001,
ba-20000-17,39.30859991,
dms-20000-17,231.28419991,
ba-20000-18,47.39539991,
dms-20000-18,177.92179991,
ba-20000-19,43.48959991,
dms-20000-19,195.10159991000003,
ba-20000-20,48.826699909999995,
dms-20000-20,214.74399991,
ba-20000-21,45.10289991,
dms-20000-21,223.61689991000003,
ba-20000-22,49.16489991000001,
dms-20000-22,175.77219991,
ba-20000-23,43.88399990999999,
dms-20000-23,204.24859991,
ba-20000-24,40.58709991,
dms-20000-24,193.40139991000004,
ba-20000-25,40.41559991,
dms-20000-25,209.36969991,
ba-20000-26,43.39829991,
dms-20000-26,188.63819991,
ba-20000-27,39.88249991,
dms-20000-27,201.03039991000003,
ba-20000-28,45.49069991,
dms-20000-28,187.69009991000001,
ba-20000-29,42.08089991000001,
dms-20000-29,192.31049991000003,
ba-20000-30,53.95479991000001,
dms-20000-30,224.23919991000002,
ba-20000-31,46.54969991,
dms-20000-31,198.64459991,
ba-20000-32,41.14909991,
dms-20000-32,202.38659991000003,
ba-20000-33,44.47589991,
dms-20000-33,172.22879991000002,
ba-20000-34,49.32189990999999,
dms-20000-34,238.11699991000003,
ba-20000-35,46.48269991,
dms-20000-35,212.12369991000003,
ba-20000-36,53.565599909999996,
dms-20000-36,206.77079991000002,
ba-20000-37,46.08829991000001,
dms-20000-37,220.47979991000003,
ba-20000-38,49.81599991000001,
dms-20000-38,212.15519991,
ba-20000-39,46.15489991,
dms-20000-39,174.16869991000004,
ba-30000-0,46.28919996,
dms-30000-0,237.35719996,
ba-30000-1,42.87433329333333,
dms-30000-1,227.96113329333335,
ba-30000-2,41.33973329333333,
dms-30000-2,214.7683332933333,
ba-30000-3,49.79339996000001,
dms-30000-3,274.6325332933334,
ba-30000-4,45.19006662666667,
dms-30000-4,232.45393329333334,
ba-30000-5,45.40053329333333,
dms-30000-5,304.1162666266667,
ba-30000-6,45.90926662666667,
dms-30000-6,249.18179996,
ba-30000-7,46.88199996000001,
dms-30000-7,230.48979996,
ba-30000-8,53.319399960000005,
dms-30000-8,263.43339996000003,
ba-30000-9,47.168199959999995,
dms-30000-9,239.25139996000001,
ba-30000-10,42.39219996,
dms-30000-10,206.94299996,
ba-30000-11,42.63373329333333,
dms-30000-11,230.20993329333336,
ba-30000-12,48.05193329333334,
dms-30000-12,222.44726662666667,
ba-30000-13,56.24913329333334,
dms-30000-13,238.93746662666666,
ba-30000-14,61.64526662666666,
dms-30000-14,228.30033329333335,
ba-30000-15,49.87179996,
dms-30000-15,242.61093329333332,
ba-30000-16,50.33639996,
dms-30000-16,247.2803332933333,
ba-30000-17,44.77279996,
dms-30000-17,230.79833329333334,
ba-30000-18,50.70133329333333,
dms-30000-18,235.33373329333332,
ba-30000-19,49.49906662666667,
dms-30000-19,237.54279996,
ba-30000-20,53.40913329333333,
dms-30000-20,202.52159996000003,
ba-30000-21,46.37313329333334,
dms-30000-21,248.8931332933333,
ba-30000-22,49.09366662666668,
dms-30000-22,230.47186662666667,
ba-30000-23,46.52619996,
dms-30000-23,288.2249332933334,
ba-30000-24,44.064733293333326,
dms-30000-24,217.80506662666667,
ba-30000-25,45.119266626666665,
dms-30000-25,242.01673329333332,
ba-30000-26,46.465533293333344,
dms-30000-26,244.06839996000005,
ba-30000-27,42.93693329333334,
dms-30000-27,289.4756666266667,
ba-30000-28,48.10573329333334,
dms-30000-28,234.34253329333333,
ba-30000-29,44.95126662666667,
dms-30000-29,221.14433329333335,
ba-30000-30,47.44059996000001,
dms-30000-30,249.71619996,
ba-30000-31,46.82799996000001,
dms-30000-31,208.57793329333336,
ba-30000-32,47.07466662666667,
dms-30000-32,227.71606662666667,
ba-30000-33,49.051666626666666,
dms-30000-33,262.96459996000004,
ba-30000-34,44.45713329333333,
dms-30000-34,223.88726662666667,
ba-30000-35,43.23586662666667,
dms-30000-35,226.49946662666667,
ba-30000-36,43.581866626666674,
dms-30000-36,211.07793329333333,
ba-30000-37,44.24513329333334,
dms-30000-37,251.31219996000002,
ba-30000-38,42.317599959999995,
dms-30000-38,228.22359996000003,
ba-30000-39,47.13613329333334,
dms-30000-39,210.0695332933333,
