0 0 0.7809821
0 1 0.7809810308619188
0 2 0.7809788186676012
0 3 0.7809742413320959
0 4 0.7809647701928917
0 5 0.7809451730980927
0 6 0.7809046240029648
0 7 0.7808207223260811
0 8 0.7806471181713717
0 9 0.7802879072038225
0 10 0.7795446501117124
0 11 0.7780067485583687
0 12 0.7748246178893398
0 13 0.7682403501429687
0 14 0.7546165910126964
0 15 0.7264271521883149
0 16 0.6680993108315312
0 17 0.5474109530909879
0 18 0.29769007614282483
0 19 -0.2190169
1 0 0.780981137775727
1 1 0.7809800686376459
1 2 0.7809778564433283
1 3 0.7809732791078229
1 4 0.7809638079686186
1 5 0.7809442108738197
1 6 0.7809036617786919
1 7 0.7808197601018082
1 8 0.7806461559470986
1 9 0.7802869449795495
1 10 0.7795436878874393
1 11 0.7780057863340957
1 12 0.7748236556650668
1 13 0.7682393879186957
1 14 0.7546156287884234
1 15 0.7264261899640418
1 16 0.6680983486072581
1 17 0.5474099908667149
1 18 0.2976891139185518
1 19 -0.219017862224273
2 0 0.7809791468008411
2 1 0.78097807766276
2 2 0.7809758654684424
2 3 0.780971288132937
2 4 0.7809618169937328
2 5 0.7809422198989339
2 6 0.780901670803806
2 7 0.7808177691269224
2 8 0.7806441649722128
2 9 0.7802849540046636
2 10 0.7795416969125535
2 11 0.7780037953592098
2 12 0.7748216646901809
2 13 0.7682373969438099
2 14 0.7546136378135375
2 15 0.726424198989156
2 16 0.6680963576323723
2 17 0.5474079998918291
2 18 0.29768712294366595
2 19 -0.21901985319915884
3 0 0.7809750271988863
3 1 0.7809739580608052
3 2 0.7809717458664877
3 3 0.7809671685309822
3 4 0.780957697391778
3 5 0.7809381002969791
3 6 0.7808975512018512
3 7 0.7808136495249676
3 8 0.780640045370258
3 9 0.7802808344027088
3 10 0.7795375773105987
3 11 0.777999675757255
3 12 0.7748175450882261
3 13 0.7682332773418551
3 14 0.7546095182115827
3 15 0.7264200793872012
3 16 0.6680922380304175
3 17 0.5474038802898742
3 18 0.29768300334171116
3 19 -0.21902397280111363
4 0 0.7809665031736025
4 1 0.7809654340355214
4 2 0.7809632218412038
4 3 0.7809586445056984
4 4 0.7809491733664943
4 5 0.7809295762716952
4 6 0.7808890271765674
4 7 0.7808051254996837
4 8 0.7806315213449743
4 9 0.7802723103774251
4 10 0.7795290532853149
4 11 0.7779911517319712
4 12 0.7748090210629424
4 13 0.7682247533165713
4 14 0.754600994186299
4 15 0.7264115553619175
4 16 0.6680837140051337
4 17 0.5473953562645903
4 18 0.2976744793164274
4 19 -0.21903249682639744
5 0 0.7809488657882834
5 1 0.7809477966502022
5 2 0.7809455844558847
5 3 0.7809410071203793
5 4 0.780931535981175
5 5 0.7809119388863761
5 6 0.7808713897912481
5 7 0.7807874881143645
5 8 0.780613883959655
5 9 0.7802546729921058
5 10 0.7795114158999957
5 11 0.7779735143466521
5 12 0.7747913836776231
5 13 0.768207115931252
5 14 0.7545833568009798
5 15 0.7263939179765982
5 16 0.6680660766198145
5 17 0.5473777188792712
5 18 0.2976568419311082
5 19 -0.21905013421171662
6 0 0.7809123716026684
6 1 0.7809113024645873
6 2 0.7809090902702697
6 3 0.7809045129347643
6 4 0.78089504179556
6 5 0.7808754447007611
6 6 0.7808348956056332
6 7 0.7807509939287496
6 8 0.78057738977404
6 9 0.7802181788064909
6 10 0.7794749217143807
6 11 0.777937020161037
6 12 0.7747548894920082
6 13 0.7681706217456371
6 14 0.7545468626153649
6 15 0.7263574237909833
6 16 0.6680295824341995
6 17 0.5473412246936563
6 18 0.2976203477454932
6 19 -0.21908662839733162
7 0 0.780836860093473
7 1 0.7808357909553919
7 2 0.7808335787610743
7 3 0.7808290014255689
7 4 0.7808195302863647
7 5 0.7807999331915657
7 6 0.7807593840964379
7 7 0.7806754824195542
7 8 0.7805018782648447
7 9 0.7801426672972955
7 10 0.7793994102051853
7 11 0.7778615086518417
7 12 0.7746793779828128
7 13 0.7680951102364417
7 14 0.7544713511061695
7 15 0.726281912281788
7 16 0.6679540709250041
7 17 0.5472657131844609
7 18 0.29754483623629785
7 19 -0.21916213990652694
8 0 0.7806806163542345
8 1 0.7806795472161533
8 2 0.7806773350218358
8 3 0.7806727576863304
8 4 0.7806632865471261
8 5 0.7806436894523272
8 6 0.7806031403571994
8 7 0.7805192386803156
8 8 0.7803456345256061
8 9 0.7799864235580569
8 10 0.7792431664659468
8 11 0.7777052649126032
8 12 0.7745231342435742
8 13 0.7679388664972031
8 14 0.7543151073669309
8 15 0.7261256685425493
8 16 0.6677978271857656
8 17 0.5471094694452224
8 18 0.2973885924970593
8 19 -0.2193183836457655
9 0 0.7803573264834401
9 1 0.7803562573453591
9 2 0.7803540451510415
9 3 0.780349467815536
9 4 0.7803399966763319
9 5 0.7803203995815329
9 6 0.780279850486405
9 7 0.7801959488095214
9 8 0.7800223446548119
9 9 0.7796631336872627
9 10 0.7789198765951525
9 11 0.7773819750418088
9 12 0.77419984437278
9 13 0.7676155766264089
9 14 0.7539918174961366
9 15 0.7258023786717551
9 16 0.6674745373149713
9 17 0.546786179574428
9 18 0.297065302626265
9 19 -0.21964167351655978
10 0 0.7797974184115319
10 1 0.7797963492734508
10 2 0.7797941370791331
10 3 0.7797895597436278
10 4 0.7797800886044236
10 5 0.7797604915096247
10 6 0.7797199424144967
10 7 0.7796360407376131
10 8 0.7794624365829036
10 9 0.7791032256153544
10 10 0.7783599685232443
10 11 0.7768220669699006
10 12 0.7736399363008717
10 13 0.7670556685545006
10 14 0.7534319094242283
10 15 0.7252424705998468
10 16 0.6669146292430631
10 17 0.5462262715025198
10 18 0.29650539455435676
10 19 -0.22020158158846806
11 0 0.7789188242791844
11 1 0.7789177551411032
11 2 0.7789155429467857
